timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
23;11:00;0.0;1.0;21.63;125.56;0.0;0.0;4467.21;-4467.21;67.23;0.0;0.0;0.0;0.0;-0.5;30.1;4.35;1.65
24;11:30;0.0;0.0;21.33;124.72;0.0;0.0;872.76;-872.76;13.14;0.0;0.0;0.0;0.17;-0.5;30.1;4.35;1.65
25;12:00;1.0;0.0;22.03;124.29;0.0;0.0;3641.14;-3641.14;53.71;0.0;0.0;0.0;0.0;-0.52;29.5;4.35;1.65
26;12:30;0.2;0.0;21.92;85.13;0.0;0.0;1368.98;-1368.98;20.19;0.0;0.0;0.0;0.0;-0.57;29.5;4.34;1.64
27;13:00;0.32;0.0;21.92;84.7;0.0;0.0;1756.2;-1756.2;24.94;0.0;0.0;0.0;0.0;-0.65;28.4;4.32;1.62
28;13:30;0.35;0.0;21.92;84.27;0.0;0.0;1763.54;-1763.54;25.04;0.0;0.0;0.0;0.0;-0.75;28.4;4.31;1.61
29;14:00;0.34;0.0;21.92;83.84;0.0;0.0;1612.52;-1612.52;22.25;0.0;0.0;0.0;0.0;-0.85;27.6;4.29;1.59
30;14:30;0.31;0.0;21.92;83.41;0.0;0.0;1265.44;-1265.44;17.46;0.0;0.0;0.0;0.0;-0.95;27.6;4.27;1.57
31;15:00;0.28;0.0;21.92;82.98;0.0;0.0;1277.36;-1277.36;17.82;0.0;0.0;0.0;0.0;-0.98;27.9;4.26;1.56
32;15:30;0.26;0.0;21.92;82.55;0.0;0.0;1700.05;-1700.05;23.72;0.0;0.0;0.0;0.0;-0.93;27.9;4.27;1.57
33;16:00;0.25;0.0;21.92;82.12;0.0;0.0;1789.01;-1789.01;25.49;0.0;0.0;0.0;0.0;-0.95;28.5;4.27;1.57
34;16:30;0.26;0.0;21.92;81.69;0.0;0.0;1569.78;-1569.78;22.37;0.0;0.0;0.0;0.0;-1.05;28.5;4.25;1.55
35;17:00;0.27;0.0;21.92;81.26;0.0;0.0;1424.88;-1424.88;22.73;0.0;0.0;0.0;0.0;-1.15;31.9;4.23;1.53
36;17:30;0.27;0.0;21.92;80.82;0.0;0.0;1342.72;-1342.72;21.42;0.0;0.0;0.0;0.0;-1.25;31.9;4.22;1.52
37;18:00;0.26;0.0;21.92;80.39;0.0;0.0;1345.23;-1345.23;20.99;0.0;0.0;0.0;0.0;-1.32;31.2;4.2;1.5
38;18:30;0.0;1.0;21.7;122.8;0.0;0.0;3700.26;-3700.26;57.72;0.0;0.0;0.0;0.0;-1.37;31.2;4.19;1.49
39;19:00;0.0;0.0;21.47;119.69;0.0;0.0;758.15;-758.15;12.09;0.0;0.0;0.0;0.03;-1.38;31.9;4.19;1.49
40;19:30;0.0;0.0;21.23;82.48;0.0;0.0;774.64;-774.64;12.36;0.0;0.0;0.0;0.27;-1.33;31.9;4.2;1.5
41;20:00;1.0;0.0;21.94;80.6;0.0;0.0;3707.12;-3707.12;52.83;0.0;0.0;0.0;0.0;-1.32;28.5;4.2;1.5
42;20:30;0.25;0.0;21.94;80.17;0.0;0.0;1318.38;-1318.38;18.79;0.0;0.0;0.0;0.0;-1.37;28.5;4.19;1.49
43;21:00;0.0;1.0;21.73;118.76;0.0;0.0;3394.29;-3394.29;42.6;0.0;0.0;0.0;0.0;-1.4;25.1;4.19;1.49
44;21:30;0.0;1.0;21.58;85.22;0.0;0.0;3207.92;-3207.92;40.26;0.0;0.0;0.0;0.0;-1.4;25.1;4.19;1.49
45;22:00;0.0;1.0;21.45;127.12;0.0;0.0;3126.96;-3126.96;31.27;0.0;0.0;0.0;0.05;-1.47;20.0;4.17;1.47
46;22:30;0.0;0.0;21.32;126.69;0.0;0.0;149.76;-149.76;1.5;0.0;0.0;0.0;0.18;-1.62;20.0;4.15;1.45
47;23:00;1.0;0.0;22.11;126.26;0.0;0.0;3155.23;-3155.23;20.67;0.0;0.0;0.0;0.0;-1.75;13.1;4.13;1.43
48;23:30;0.2;0.0;22.11;125.83;0.0;0.0;739.68;-739.68;4.84;2478.6;0.0;139.7;0.0;-1.85;13.1;4.11;1.41
