timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;chargingPowerEV;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_SOCofEV;simulationResult_energyLevelOfEV;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];Availability of the EV;Energy Consumption of the EV;thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
11;05:00;0.31;0.0;0.0;21.94;129.12;43.49;26.09;0.0;0.0;2603.02;-2603.02;11.71;3859.0;0.0;1684.6;1.0;0.0;0.0;-1.05;9.0;4.25;1.55
12;05:30;0.34;0.0;0.0;21.94;128.69;43.49;26.09;0.0;0.0;2457.66;-2457.66;11.06;4290.9;0.0;1441.9;1.0;0.0;0.0;-0.95;9.0;4.27;1.57
13;06:00;0.34;0.0;0.0;21.94;128.25;43.49;26.09;0.0;0.0;2105.32;-2105.32;19.47;4349.8;0.0;1079.1;1.0;0.0;0.0;-0.88;18.5;4.28;1.58
14;06:30;0.32;0.0;0.0;21.94;127.82;43.49;26.09;0.0;0.0;1629.54;-1629.54;15.07;4128.0;0.0;657.1;1.0;0.0;0.0;-0.83;18.5;4.29;1.59
15;07:00;0.35;0.0;0.0;21.94;83.75;43.49;26.09;0.0;0.0;1548.85;-1548.85;25.25;4488.8;4561.6;493.5;1.0;0.0;0.0;-0.8;32.6;4.3;1.6
16;07:30;0.42;0.0;0.0;21.94;80.75;43.49;26.09;0.0;0.0;1864.56;-1864.56;30.39;5412.9;268.8;594.1;1.0;0.0;0.0;-0.8;32.6;4.3;1.6
17;08:00;0.42;0.0;0.0;21.94;80.32;43.49;26.09;0.0;0.0;2018.51;-2018.51;28.66;5388.6;0.0;755.0;1.0;0.0;0.0;-0.78;28.4;4.3;1.6
18;08:30;0.0;1.0;0.0;21.6;126.08;43.49;26.09;0.0;0.0;3969.81;-3969.81;56.37;4347.5;0.0;969.8;1.0;0.0;0.0;-0.73;28.4;4.31;1.61
19;09:00;0.0;0.0;0.0;21.3;125.65;43.49;26.09;0.0;0.0;981.94;-981.94;13.11;3833.7;0.0;981.9;1.0;0.0;0.2;-0.68;26.7;4.32;1.62
20;09:30;1.0;0.0;0.0;22.0;125.22;43.49;26.09;0.0;0.0;3778.15;-3778.15;50.44;3808.6;0.0;778.1;1.0;0.0;0.0;-0.63;26.7;4.33;1.63
21;10:00;0.2;0.0;0.0;21.9;124.79;42.28;25.37;0.0;0.0;1531.05;-1531.05;20.59;3875.9;0.0;931.0;0.0;2594117.6470588236;0.0;-0.58;26.9;4.34;1.64
22;10:30;0.31;0.0;0.0;21.9;124.36;41.08;24.65;0.0;0.0;2397.62;-2397.62;32.25;4039.5;0.0;1457.7;0.0;2594117.6470588236;0.0;-0.53;26.9;4.35;1.65
23;11:00;0.31;0.0;0.0;21.9;122.31;39.88;23.93;0.0;0.0;2399.63;-2399.63;36.11;4011.0;169.3;1467.2;0.0;2594117.6470588236;0.0;-0.5;30.1;4.35;1.65
24;11:30;0.3;0.0;0.0;21.9;121.47;38.68;23.21;0.0;0.0;1773.0;-1773.0;26.68;3871.1;42.3;872.8;0.0;2594117.6470588236;0.0;-0.5;30.1;4.35;1.65
25;12:00;0.3;0.0;0.0;21.9;121.04;37.48;22.49;0.0;0.0;1528.8;-1528.8;22.55;3812.5;0.0;641.1;0.0;2594117.6470588236;0.0;-0.52;29.5;4.35;1.65
26;12:30;0.31;0.0;0.0;21.9;81.88;36.28;21.77;0.0;0.0;1699.5;-1699.5;25.07;3990.3;4048.6;769.0;0.0;2594117.6470588236;0.0;-0.57;29.5;4.34;1.64
27;13:00;0.32;0.0;0.0;21.9;81.45;35.08;21.05;0.0;0.0;1756.2;-1756.2;24.94;4111.6;0.0;794.8;0.0;2594117.6470588236;0.0;-0.65;28.4;4.32;1.62
28;13:30;0.35;0.0;0.0;21.9;81.02;33.88;20.33;0.0;0.0;1763.54;-1763.54;25.04;4411.5;0.0;728.4;0.0;2594117.6470588236;0.0;-0.75;28.4;4.31;1.61
29;14:00;0.34;0.0;0.0;21.9;80.59;32.68;19.61;0.0;0.0;1612.52;-1612.52;22.25;4353.5;0.0;586.6;0.0;2594117.6470588236;0.0;-0.85;27.6;4.29;1.59
30;14:30;0.31;0.0;0.0;21.9;80.15;31.48;18.89;0.0;0.0;1265.44;-1265.44;17.46;3879.1;0.0;346.3;0.0;2594117.6470588236;0.0;-0.95;27.6;4.27;1.57
31;15:00;0.0;1.0;0.0;21.63;124.62;30.28;18.17;0.0;0.0;3449.31;-3449.31;48.12;3486.1;0.0;449.3;0.0;2594117.6470588236;0.0;-0.98;27.9;4.26;1.56
32;15:30;0.0;0.0;0.0;21.38;124.19;29.07;17.44;0.0;0.0;931.93;-931.93;13.0;3237.4;0.0;931.9;0.0;2594117.6470588236;0.12;-0.93;27.9;4.27;1.57
33;16:00;1.0;0.0;0.0;22.12;123.76;27.87;16.72;0.0;0.0;4044.92;-4044.92;57.64;3131.7;0.0;1044.9;0.0;2594117.6470588236;0.0;-0.95;28.5;4.27;1.57
34;16:30;0.2;0.0;0.0;22.06;123.33;26.67;16.0;0.0;0.0;1391.34;-1391.34;19.83;3264.4;0.0;791.3;0.0;2594117.6470588236;0.0;-1.05;28.5;4.25;1.55
35;17:00;0.2;0.0;0.0;21.99;122.9;25.47;15.28;0.0;0.0;1225.94;-1225.94;19.55;3337.1;0.0;625.9;0.0;2594117.6470588236;0.0;-1.15;31.9;4.23;1.53
36;17:30;0.2;0.0;0.0;21.93;122.47;24.27;14.56;0.0;0.0;1146.24;-1146.24;18.28;3312.4;0.0;546.2;0.0;2594117.6470588236;0.0;-1.25;31.9;4.22;1.52
37;18:00;0.26;0.0;0.0;21.93;122.04;23.07;13.84;0.0;0.0;1345.23;-1345.23;20.99;3177.1;0.0;578.4;0.0;2594117.6470588236;0.0;-1.32;31.2;4.2;1.5
38;18:30;0.23;0.0;4700.0;21.93;121.61;26.55;15.93;0.0;0.0;6091.15;-6091.15;95.02;2851.7;0.0;700.3;1.0;0.0;0.0;-1.37;31.2;4.19;1.49
39;19:00;0.23;0.0;4700.0;21.93;118.5;30.04;18.02;0.0;0.0;6155.84;-6155.84;98.19;2879.9;280.2;758.2;1.0;0.0;0.0;-1.38;31.9;4.19;1.49
40;19:30;0.25;0.0;4700.0;21.93;81.29;33.53;20.12;0.0;0.0;6232.93;-6232.93;99.42;3140.9;3844.4;774.6;1.0;0.0;0.0;-1.33;31.9;4.2;1.5
41;20:00;0.0;1.0;4700.0;21.68;122.51;37.01;22.21;0.0;0.0;8407.12;-8407.12;119.8;3236.1;151.3;707.1;1.0;0.0;0.0;-1.32;28.5;4.2;1.5
42;20:30;0.0;0.0;4700.0;21.44;122.08;40.5;24.3;0.0;0.0;5269.45;-5269.45;75.09;3095.0;0.0;569.5;1.0;0.0;0.06;-1.37;28.5;4.19;1.49
43;21:00;0.0;0.0;0.0;21.23;117.96;40.5;24.3;0.0;0.0;394.29;-394.29;4.95;2702.3;385.6;394.3;1.0;0.0;0.27;-1.4;25.1;4.19;1.49
44;21:30;0.0;1.0;0.0;21.08;84.42;40.5;24.3;0.0;0.0;3207.92;-3207.92;40.26;1962.4;7924.8;207.9;1.0;0.0;0.42;-1.4;25.1;4.19;1.49
45;22:00;1.0;0.0;0.0;21.91;83.99;40.5;24.3;0.0;0.0;3126.96;-3126.96;31.27;1632.1;0.0;127.0;1.0;0.0;0.0;-1.47;20.0;4.17;1.47
46;22:30;0.2;0.0;0.0;21.96;83.56;40.5;24.3;0.0;0.0;749.76;-749.76;7.5;1712.8;0.0;149.8;1.0;0.0;0.0;-1.62;20.0;4.15;1.45
47;23:00;0.2;0.0;0.0;22.0;83.13;40.5;24.3;0.0;0.0;755.23;-755.23;4.95;1955.9;0.0;155.2;1.0;0.0;0.0;-1.75;13.1;4.13;1.43
48;23:30;0.2;0.0;0.0;21.99;82.7;40.5;24.3;0.0;0.0;739.68;-739.68;4.84;2478.6;0.0;139.7;1.0;0.0;0.0;-1.85;13.1;4.11;1.41
