timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
30;14:30;0.36;0.0;21.94;97.7;0.0;0.0;2051.28;-2051.28;28.31;0.0;0.0;0.0;0.0;-0.95;27.6;4.27;1.57
31;15:00;0.38;0.0;21.94;97.27;0.0;0.0;1900.16;-1900.16;26.51;0.0;0.0;0.0;0.0;-0.98;27.9;4.26;1.56
32;15:30;0.42;0.0;21.94;93.88;0.0;0.0;1710.22;-1710.22;23.86;0.0;0.0;0.0;0.0;-0.93;27.9;4.27;1.57
33;16:00;0.43;0.0;21.94;93.45;0.0;0.0;1785.25;-1785.25;25.44;0.0;0.0;0.0;0.0;-0.95;28.5;4.27;1.57
34;16:30;0.39;0.0;21.94;93.02;0.0;0.0;2134.24;-2134.24;30.41;0.0;0.0;0.0;0.0;-1.05;28.5;4.25;1.55
35;17:00;0.37;0.0;21.94;92.59;0.0;0.0;2185.96;-2185.96;34.87;0.0;0.0;0.0;0.0;-1.15;31.9;4.23;1.53
36;17:30;0.36;0.0;21.94;92.16;0.0;0.0;1925.35;-1925.35;30.71;0.0;0.0;0.0;0.0;-1.25;31.9;4.22;1.52
37;18:00;0.36;0.0;21.94;91.72;0.0;0.0;1764.4;-1764.4;27.52;0.0;0.0;0.0;0.0;-1.32;31.2;4.2;1.5
38;18:30;0.34;0.0;21.94;91.29;0.0;0.0;1643.71;-1643.71;25.64;0.0;0.0;0.0;0.0;-1.37;31.2;4.19;1.49
39;19:00;0.3;0.0;21.94;90.86;0.0;0.0;1577.7;-1577.7;25.16;0.0;0.0;0.0;0.0;-1.38;31.9;4.19;1.49
40;19:30;0.23;0.0;21.94;90.43;0.0;0.0;1571.42;-1571.42;25.06;0.0;0.0;0.0;0.0;-1.33;31.9;4.2;1.5
41;20:00;0.21;0.0;21.94;88.27;0.0;0.0;1584.31;-1584.31;22.58;0.0;0.0;0.0;0.0;-1.32;28.5;4.2;1.5
42;20:30;0.25;0.0;21.94;87.83;0.0;0.0;1644.54;-1644.54;23.43;0.0;0.0;0.0;0.0;-1.37;28.5;4.19;1.49
43;21:00;0.27;0.0;21.94;87.4;0.0;0.0;1549.82;-1549.82;19.45;0.0;0.0;0.0;0.0;-1.4;25.1;4.19;1.49
44;21:30;0.27;0.0;21.94;86.97;0.0;0.0;1317.54;-1317.54;16.54;0.0;0.0;0.0;0.0;-1.4;25.1;4.19;1.49
45;22:00;0.24;0.0;21.94;86.54;0.0;0.0;1051.13;-1051.13;10.51;0.0;0.0;0.0;0.0;-1.47;20.0;4.17;1.47
46;22:30;0.2;0.0;21.96;86.11;0.0;0.0;819.69;-819.69;8.2;0.0;0.0;0.0;0.0;-1.62;20.0;4.15;1.45
47;23:00;0.2;0.0;21.98;85.68;0.0;0.0;750.47;-750.47;4.92;0.0;0.0;0.0;0.0;-1.75;13.1;4.13;1.43
48;23:30;0.2;0.0;21.99;85.25;0.0;0.0;742.71;-742.71;4.86;2337.9;0.0;142.7;0.0;-1.85;13.1;4.11;1.41
