timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
19;09:00;0.6;0.0;21.9;102.77;0.0;0.0;2097.62;-2097.62;-0.1;0.0;0.0;0.0;0.0;-6.03;-0.1;3.36;1.0
20;09:30;0.63;0.0;21.9;102.33;0.0;0.0;2453.07;-2453.07;-0.12;0.0;0.0;0.0;0.0;-5.88;-0.1;3.38;1.0
21;10:00;0.63;0.0;21.9;101.9;0.0;0.0;2499.7;-2499.7;5.0;0.0;0.0;0.0;0.0;-5.63;4.0;3.43;1.0
22;10:30;0.57;0.0;21.9;100.56;0.0;0.0;2222.1;-2222.1;4.44;0.0;0.0;0.0;0.0;-5.28;4.0;3.49;1.0
23;11:00;0.53;0.0;21.9;100.12;0.0;0.0;1963.33;-1963.33;8.15;0.0;0.0;0.0;0.0;-4.98;8.3;3.54;1.0
24;11:30;0.5;0.0;21.9;99.69;0.0;0.0;1721.72;-1721.72;7.15;0.0;0.0;0.0;0.0;-4.73;8.3;3.59;1.0
25;12:00;0.47;0.0;21.9;99.26;0.0;0.0;1836.05;-1836.05;6.52;0.0;0.0;0.0;0.0;-4.58;7.1;3.62;1.0
26;12:30;0.44;0.0;21.9;98.83;0.0;0.0;2329.25;-2329.25;8.27;0.0;0.0;0.0;0.0;-4.53;7.1;3.63;1.0
27;13:00;0.44;0.0;21.9;98.4;0.0;0.0;2611.85;-2611.85;-2.22;0.0;0.0;0.0;0.0;-4.45;-1.7;3.64;1.0
28;13:30;0.48;0.0;21.9;97.97;0.0;0.0;2668.17;-2668.17;-2.27;0.0;0.0;0.0;0.0;-4.35;-1.7;3.66;1.0
29;14:00;0.5;0.0;21.9;97.54;0.0;0.0;2522.45;-2522.45;-2.14;0.0;0.0;0.0;0.0;-4.25;-1.7;3.67;1.0
30;14:30;0.0;1.0;21.48;85.95;0.0;0.0;3667.29;-3667.29;-3.12;0.0;0.0;0.0;0.02;-4.15;-1.7;3.69;1.0
31;15:00;1.0;0.0;21.9;85.52;0.0;0.0;3488.37;-3488.37;-5.93;0.0;0.0;0.0;0.0;-4.08;-3.4;3.71;1.01
32;15:30;0.5;0.0;21.9;83.87;0.0;0.0;2003.21;-2003.21;-3.41;0.0;0.0;0.0;0.0;-4.03;-3.4;3.72;1.02
33;16:00;0.51;0.0;21.9;83.44;0.0;0.0;2050.42;-2050.42;-1.03;0.0;0.0;0.0;0.0;-3.95;-1.0;3.73;1.03
34;16:30;0.52;0.0;21.9;83.01;0.0;0.0;2127.79;-2127.79;-1.06;0.0;0.0;0.0;0.0;-3.85;-1.0;3.75;1.05
35;17:00;0.48;0.0;21.9;82.58;0.0;0.0;2219.54;-2219.54;13.21;0.0;0.0;0.0;0.0;-3.8;11.9;3.76;1.06
36;17:30;0.41;0.0;21.9;82.15;0.0;0.0;2326.88;-2326.88;13.84;0.0;0.0;0.0;0.0;-3.8;11.9;3.76;1.06
37;18:00;0.41;0.0;21.9;81.72;0.0;0.0;2613.67;-2613.67;12.81;0.0;0.0;0.0;0.0;-3.87;9.8;3.74;1.04
38;18:30;0.49;0.0;21.9;81.29;0.0;0.0;3094.76;-3094.76;15.16;0.0;0.0;0.0;0.0;-4.02;9.8;3.72;1.02
39;19:00;0.52;0.0;21.9;80.86;0.0;0.0;3005.19;-3005.19;19.98;0.0;0.0;0.0;0.0;-3.91;13.3;3.74;1.04
40;19:30;0.5;0.0;21.9;80.43;0.0;0.0;2304.45;-2304.45;15.32;0.0;0.0;0.0;0.0;-3.51;13.3;3.81;1.11
41;20:00;0.0;1.0;21.48;112.76;0.0;0.0;3545.29;-3545.29;14.18;0.0;0.0;0.0;0.02;-3.01;8.0;3.9;1.2
42;20:30;1.0;0.0;22.0;112.33;0.0;0.0;3713.17;-3713.17;14.85;0.0;0.0;0.0;0.0;-2.41;8.0;4.01;1.31
43;21:00;0.2;0.0;21.81;111.9;0.0;0.0;1393.78;-1393.78;5.37;0.0;0.0;0.0;0.0;-1.86;7.7;4.11;1.41
44;21:30;0.0;1.0;21.44;77.38;0.0;0.0;3781.11;-3781.11;14.56;0.0;0.0;0.0;0.06;-1.36;7.7;4.2;1.5
45;22:00;1.0;0.0;22.12;76.95;0.0;0.0;3630.57;-3630.57;15.61;0.0;0.0;0.0;0.0;-0.98;8.6;4.26;1.56
46;22:30;0.0;1.0;21.93;122.69;0.0;0.0;3332.65;-3332.65;14.33;0.0;0.0;0.0;0.0;-0.73;8.6;4.31;1.61
47;23:00;0.0;0.0;21.79;122.26;0.0;0.0;157.48;-157.48;-0.28;0.0;0.0;0.0;0.0;-0.48;-3.6;4.35;1.65
48;23:30;0.0;0.0;21.62;121.83;0.0;0.0;113.51;-113.51;-0.2;2204.9;0.0;113.5;0.0;-0.23;-3.6;4.4;1.7
