timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
27;13:00;0.43;0.0;21.9;99.76;0.0;0.0;2441.4;-2441.4;-2.08;0.0;0.0;0.0;0.0;-4.45;-1.7;3.64;1.0
28;13:30;0.45;0.0;21.9;99.33;0.0;0.0;2081.27;-2081.27;-1.77;0.0;0.0;0.0;0.0;-4.35;-1.7;3.66;1.0
29;14:00;0.45;0.0;21.9;98.9;0.0;0.0;1853.99;-1853.99;-1.58;0.0;0.0;0.0;0.0;-4.25;-1.7;3.67;1.0
30;14:30;0.4;0.0;21.9;98.47;0.0;0.0;1705.95;-1705.95;-1.45;0.0;0.0;0.0;0.0;-4.15;-1.7;3.69;1.0
31;15:00;0.39;0.0;21.9;98.04;0.0;0.0;1681.78;-1681.78;-2.86;0.0;0.0;0.0;0.0;-4.08;-3.4;3.71;1.01
32;15:30;0.41;0.0;21.9;97.61;0.0;0.0;1747.08;-1747.08;-2.97;0.0;0.0;0.0;0.0;-4.03;-3.4;3.72;1.02
33;16:00;0.41;0.0;21.9;97.18;0.0;0.0;1840.0;-1840.0;-0.92;0.0;0.0;0.0;0.0;-3.95;-1.0;3.73;1.03
34;16:30;0.37;0.0;21.9;96.75;0.0;0.0;1896.31;-1896.31;-0.95;0.0;0.0;0.0;0.0;-3.85;-1.0;3.75;1.05
35;17:00;0.37;0.0;21.9;96.32;0.0;0.0;2134.87;-2134.87;12.7;0.0;0.0;0.0;0.0;-3.8;11.9;3.76;1.06
36;17:30;0.4;0.0;21.9;95.89;0.0;0.0;2589.89;-2589.89;15.41;0.0;0.0;0.0;0.0;-3.8;11.9;3.76;1.06
37;18:00;0.43;0.0;21.9;95.46;0.0;0.0;2614.65;-2614.65;12.81;0.0;0.0;0.0;0.0;-3.87;9.8;3.74;1.04
38;18:30;0.44;0.0;21.9;95.03;0.0;0.0;2131.66;-2131.66;10.45;0.0;0.0;0.0;0.0;-4.02;9.8;3.72;1.02
39;19:00;0.42;0.0;21.9;92.03;0.0;0.0;1821.0;-1821.0;12.11;0.0;0.0;0.0;0.0;-3.91;13.3;3.74;1.04
40;19:30;0.38;0.0;21.9;91.6;0.0;0.0;1683.1;-1683.1;11.19;0.0;0.0;0.0;0.0;-3.51;13.3;3.81;1.11
41;20:00;0.34;0.0;21.9;91.16;0.0;0.0;1619.02;-1619.02;6.48;0.0;0.0;0.0;0.0;-3.01;8.0;3.9;1.2
42;20:30;0.32;0.0;21.9;90.73;0.0;0.0;1668.06;-1668.06;6.67;0.0;0.0;0.0;0.0;-2.41;8.0;4.01;1.31
43;21:00;0.27;0.0;21.9;90.3;0.0;0.0;1397.59;-1397.59;5.38;0.0;0.0;0.0;0.0;-1.86;7.7;4.11;1.41
44;21:30;0.2;0.0;21.95;89.87;0.0;0.0;898.01;-898.01;3.46;0.0;0.0;0.0;0.0;-1.36;7.7;4.2;1.5
45;22:00;0.2;0.0;22.03;89.44;0.0;0.0;730.4;-730.4;3.14;0.0;0.0;0.0;0.0;-0.98;8.6;4.26;1.56
46;22:30;0.2;0.0;22.09;89.01;0.0;0.0;702.94;-702.94;3.02;0.0;0.0;0.0;0.0;-0.73;8.6;4.31;1.61
47;23:00;0.2;0.0;22.14;88.58;0.0;0.0;693.6;-693.6;-1.25;0.0;0.0;0.0;0.0;-0.48;-3.6;4.35;1.65
48;23:30;0.2;0.0;22.15;88.15;0.0;0.0;703.42;-703.42;-1.27;2456.1;0.0;103.4;0.0;-0.23;-3.6;4.4;1.7
