timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;chargingPowerEV;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_SOCofEV;simulationResult_energyLevelOfEV;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];Availability of the EV;Energy Consumption of the EV;thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
38;18:30;0.42;0.0;0.0;21.91;95.08;40.65;24.39;0.0;0.0;2683.35;-2683.35;13.15;4685.7;386.3;1410.3;1.0;0.0;0.0;-4.02;9.8;3.72;1.02
39;19:00;0.43;0.0;0.0;21.91;94.65;40.65;24.39;0.0;0.0;2538.74;-2538.74;16.88;4768.5;0.0;1250.6;1.0;0.0;0.0;-3.91;13.3;3.74;1.04
40;19:30;0.43;0.0;0.0;21.91;94.21;40.65;24.39;0.0;0.0;2053.15;-2053.15;13.65;4857.3;0.0;766.0;1.0;0.0;0.0;-3.51;13.3;3.81;1.11
41;20:00;0.41;0.0;0.0;21.91;91.59;40.65;24.39;0.0;0.0;1777.45;-1777.45;7.11;4729.3;229.8;552.7;1.0;0.0;0.0;-3.01;8.0;3.9;1.2
42;20:30;0.36;0.0;0.0;21.91;89.03;40.65;24.39;0.0;0.0;1731.7;-1731.7;6.93;4339.6;221.7;637.3;1.0;0.0;0.0;-2.41;8.0;4.01;1.31
43;21:00;0.34;0.0;0.0;21.91;88.6;40.65;24.39;0.0;0.0;1718.13;-1718.13;6.61;4184.5;0.0;687.9;1.0;0.0;0.0;-1.86;7.7;4.11;1.41
44;21:30;0.35;0.0;0.0;21.91;88.17;40.65;24.39;0.0;0.0;1731.8;-1731.8;6.67;4335.9;0.0;687.6;1.0;0.0;0.0;-1.36;7.7;4.2;1.5
45;22:00;0.29;0.0;0.0;21.91;87.74;40.65;24.39;0.0;0.0;1439.92;-1439.92;6.19;3719.1;0.0;557.1;1.0;0.0;0.0;-0.98;8.6;4.26;1.56
46;22:30;0.2;0.0;0.0;21.92;87.31;40.65;24.39;0.0;0.0;889.35;-889.35;3.82;2397.4;0.0;289.3;1.0;0.0;0.0;-0.73;8.6;4.31;1.61
47;23:00;0.2;0.0;0.0;21.98;86.88;40.65;24.39;0.0;0.0;742.68;-742.68;-1.34;1799.0;0.0;142.7;1.0;0.0;0.0;-0.48;-3.6;4.35;1.65
48;23:30;0.2;0.0;0.0;22.03;86.45;40.65;24.39;0.0;0.0;720.71;-720.71;-1.3;2003.3;0.0;120.7;1.0;0.0;0.0;-0.23;-3.6;4.4;1.7
