timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;chargingPowerEV;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_SOCofEV;simulationResult_energyLevelOfEV;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];Availability of the EV;Energy Consumption of the EV;thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
36;17:30;0.33;0.0;0.0;21.93;109.65;41.97;25.18;0.0;0.0;1934.23;-1934.23;30.85;4099.0;0.0;951.2;1.0;0.0;0.0;-1.25;31.9;4.22;1.52
37;18:00;0.3;0.0;0.0;21.93;109.22;41.97;25.18;0.0;0.0;1949.68;-1949.68;30.42;3719.5;0.0;1053.7;1.0;0.0;0.0;-1.32;31.2;4.2;1.5
38;18:30;0.3;0.0;0.0;21.93;108.79;41.97;25.18;0.0;0.0;1651.19;-1651.19;25.76;3736.0;0.0;749.4;1.0;0.0;0.0;-1.37;31.2;4.19;1.49
39;19:00;0.31;0.0;0.0;21.93;108.36;41.97;25.18;0.0;0.0;1513.76;-1513.76;24.14;3856.3;0.0;583.2;1.0;0.0;0.0;-1.38;31.9;4.19;1.49
40;19:30;0.33;0.0;0.0;21.93;104.91;41.97;25.18;0.0;0.0;1548.33;-1548.33;24.7;4087.6;315.9;564.7;1.0;0.0;0.0;-1.33;31.9;4.2;1.5
41;20:00;0.31;0.0;0.0;21.93;104.48;41.97;25.18;0.0;0.0;1529.13;-1529.13;21.79;3816.6;0.0;610.1;1.0;0.0;0.0;-1.32;28.5;4.2;1.5
42;20:30;0.24;0.0;0.0;21.93;103.01;41.97;25.18;0.0;0.0;1452.02;-1452.02;20.69;3008.9;108.2;723.6;1.0;0.0;0.0;-1.37;28.5;4.19;1.49
43;21:00;0.23;0.0;0.0;21.93;102.58;41.97;25.18;0.0;0.0;1447.75;-1447.75;18.17;2823.5;0.0;762.8;1.0;0.0;0.0;-1.4;25.1;4.19;1.49
44;21:30;0.27;0.0;0.0;21.93;100.53;41.97;25.18;0.0;0.0;1521.99;-1521.99;19.1;3303.5;169.3;722.4;1.0;0.0;0.0;-1.4;25.1;4.19;1.49
45;22:00;0.28;0.0;0.0;21.93;100.1;41.97;25.18;0.0;0.0;1457.47;-1457.47;14.57;3441.0;0.0;622.5;1.0;0.0;0.0;-1.47;20.0;4.17;1.47
46;22:30;0.26;0.0;0.0;21.93;99.67;41.97;25.18;0.0;0.0;1244.15;-1244.15;12.44;3212.3;0.0;458.9;1.0;0.0;0.0;-1.62;20.0;4.15;1.45
47;23:00;0.23;0.0;0.0;21.93;99.24;41.97;25.18;0.0;0.0;997.32;-997.32;6.53;2779.6;0.0;312.6;1.0;0.0;0.0;-1.75;13.1;4.13;1.43
48;23:30;0.2;0.0;0.0;21.95;98.81;41.97;25.18;0.0;0.0;784.91;-784.91;5.14;2128.8;0.0;184.9;1.0;0.0;0.0;-1.85;13.1;4.11;1.41
