timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;chargingPowerEV;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_SOCofEV;simulationResult_energyLevelOfEV;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];Availability of the EV;Energy Consumption of the EV;thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
11;05:00;0.31;0.0;0.0;21.94;129.12;43.49;26.09;0.0;0.0;2595.6;-2595.6;11.68;3848.1;0.0;1679.7;1.0;0.0;0.0;-1.05;9.0;4.25;1.55
12;05:30;0.34;0.0;0.0;21.94;128.69;43.49;26.09;0.0;0.0;2438.78;-2438.78;10.97;4269.3;0.0;1428.1;1.0;0.0;0.0;-0.95;9.0;4.27;1.57
13;06:00;0.34;0.0;0.0;21.94;128.25;43.49;26.09;0.0;0.0;2129.51;-2129.51;19.7;4339.5;0.0;1105.7;1.0;0.0;0.0;-0.88;18.5;4.28;1.58
14;06:30;0.33;0.0;0.0;21.94;127.82;43.49;26.09;0.0;0.0;1653.68;-1653.68;15.3;4170.8;0.0;671.3;1.0;0.0;0.0;-0.83;18.5;4.29;1.59
15;07:00;0.35;0.0;0.0;21.94;83.06;43.49;26.09;0.0;0.0;1537.17;-1537.17;25.06;4459.3;4633.7;488.7;1.0;0.0;0.0;-0.8;32.6;4.3;1.6
16;07:30;0.42;0.0;0.0;21.94;80.06;43.49;26.09;0.0;0.0;1858.37;-1858.37;30.29;5372.0;268.8;597.4;1.0;0.0;0.0;-0.8;32.6;4.3;1.6
17;08:00;0.0;1.0;0.0;21.52;125.56;43.49;26.09;0.0;0.0;3754.7;-3754.7;53.32;5367.9;0.0;754.7;1.0;0.0;0.0;-0.78;28.4;4.3;1.6
18;08:30;1.0;0.0;0.0;22.17;125.13;43.49;26.09;0.0;0.0;3969.72;-3969.72;56.37;4374.9;0.0;969.7;1.0;0.0;0.0;-0.73;28.4;4.31;1.61
19;09:00;0.2;0.0;0.0;22.08;124.7;42.65;25.59;0.0;0.0;1580.77;-1580.77;21.1;3838.8;0.0;980.8;0.0;1813636.3636363638;0.0;-0.68;26.7;4.32;1.62
20;09:30;0.2;0.0;0.0;21.98;124.27;41.81;25.08;0.0;0.0;1386.41;-1386.41;18.51;3816.3;0.0;786.4;0.0;1813636.3636363638;0.0;-0.63;26.7;4.33;1.63
21;10:00;0.2;0.0;0.0;21.88;123.84;40.97;24.58;0.0;0.0;1533.57;-1533.57;20.63;3890.0;0.0;933.6;0.0;1813636.3636363638;0.0;-0.58;26.9;4.34;1.64
22;10:30;0.31;0.0;0.0;21.88;123.41;40.13;24.08;0.0;0.0;2394.25;-2394.25;32.2;4029.3;0.0;1456.6;0.0;1813636.3636363638;0.0;-0.53;26.9;4.35;1.65
23;11:00;0.31;0.0;0.0;21.88;121.34;39.29;23.57;0.0;0.0;2407.75;-2407.75;36.24;4054.4;171.0;1465.4;0.0;1813636.3636363638;0.0;-0.5;30.1;4.35;1.65
24;11:30;0.3;0.0;0.0;21.88;120.51;38.45;23.07;0.0;0.0;1783.38;-1783.38;26.84;3878.9;41.9;881.3;0.0;1813636.3636363638;0.0;-0.5;30.1;4.35;1.65
25;12:00;0.3;0.0;0.0;21.88;120.08;37.61;22.56;0.0;0.0;1534.36;-1534.36;22.63;3851.4;0.0;637.7;0.0;1813636.3636363638;0.0;-0.52;29.5;4.35;1.65
26;12:30;0.3;0.0;0.0;21.88;80.19;36.77;22.06;0.0;0.0;1672.23;-1672.23;24.67;3918.1;4124.1;758.4;0.0;1813636.3636363638;0.0;-0.57;29.5;4.34;1.64
27;13:00;0.0;1.0;0.0;21.56;126.36;35.93;21.56;0.0;0.0;3788.47;-3788.47;53.8;4110.7;0.0;788.5;0.0;1813636.3636363638;0.0;-0.65;28.4;4.32;1.62
28;13:30;0.0;0.0;0.0;21.22;125.92;35.09;21.05;0.0;0.0;735.3;-735.3;10.44;4436.7;0.0;735.3;0.0;1813636.3636363638;0.28;-0.75;28.4;4.31;1.61
29;14:00;1.0;0.0;0.0;21.86;125.49;34.25;20.55;0.0;0.0;3583.25;-3583.25;49.45;4386.1;0.0;583.2;0.0;1813636.3636363638;0.0;-0.85;27.6;4.29;1.59
30;14:30;0.3;0.0;0.0;21.86;125.06;33.41;20.05;0.0;0.0;1263.17;-1263.17;17.43;3842.9;0.0;352.5;0.0;1813636.3636363638;0.0;-0.95;27.6;4.27;1.57
31;15:00;0.28;0.0;0.0;21.86;124.63;32.57;19.54;0.0;0.0;1285.16;-1285.16;17.93;3527.5;0.0;447.4;0.0;1813636.3636363638;0.0;-0.98;27.9;4.26;1.56
32;15:30;0.26;0.0;0.0;21.86;124.2;31.73;19.04;0.0;0.0;1692.05;-1692.05;23.6;3249.8;0.0;921.0;0.0;1813636.3636363638;0.0;-0.93;27.9;4.27;1.57
33;16:00;0.25;0.0;0.0;21.86;123.77;30.89;18.53;0.0;0.0;1788.28;-1788.28;25.48;3188.4;0.0;1030.9;0.0;1813636.3636363638;0.0;-0.95;28.5;4.27;1.57
34;16:30;0.26;0.0;0.0;21.86;123.34;30.05;18.03;0.0;0.0;1570.1;-1570.1;22.37;3285.4;0.0;786.7;0.0;1813636.3636363638;0.0;-1.05;28.5;4.25;1.55
35;17:00;0.27;0.0;0.0;21.86;122.91;29.21;17.53;0.0;0.0;1420.19;-1420.19;22.65;3341.6;0.0;620.2;0.0;1813636.3636363638;0.0;-1.15;31.9;4.23;1.53
36;17:30;0.27;0.0;0.0;21.86;122.48;28.37;17.02;0.0;0.0;1347.56;-1347.56;21.49;3348.1;0.0;542.6;0.0;1813636.3636363638;0.0;-1.25;31.9;4.22;1.52
37;18:00;0.25;0.0;4700.0;21.86;122.05;31.86;19.11;0.0;0.0;6028.34;-6028.34;94.04;3144.3;0.0;569.3;1.0;0.0;0.0;-1.32;31.2;4.2;1.5
38;18:30;0.23;0.0;4700.0;21.86;121.62;35.34;21.21;0.0;0.0;6092.56;-6092.56;95.04;2852.6;0.0;701.4;1.0;0.0;0.0;-1.37;31.2;4.19;1.49
39;19:00;0.23;0.0;4700.0;21.86;118.54;38.83;23.3;0.0;0.0;6161.59;-6161.59;98.28;2875.0;277.3;765.1;1.0;0.0;0.0;-1.38;31.9;4.19;1.49
40;19:30;0.25;0.0;4700.0;21.86;80.11;42.32;25.39;0.0;0.0;6233.65;-6233.65;99.43;3143.8;3971.8;774.7;1.0;0.0;0.0;-1.33;31.9;4.2;1.5
41;20:00;0.0;1.0;0.0;21.61;121.36;42.32;25.39;0.0;0.0;3713.92;-3713.92;52.92;3227.4;148.4;713.9;1.0;0.0;0.0;-1.32;28.5;4.2;1.5
42;20:30;0.0;0.0;0.0;21.37;120.93;42.32;25.39;0.0;0.0;557.17;-557.17;7.94;3103.1;0.0;557.2;1.0;0.0;0.13;-1.37;28.5;4.19;1.49
43;21:00;1.0;0.0;0.0;22.12;116.77;42.32;25.39;0.0;0.0;3400.55;-3400.55;42.68;2692.8;389.7;400.5;1.0;0.0;0.0;-1.4;25.1;4.19;1.49
44;21:30;0.0;1.0;0.0;21.96;82.44;42.32;25.39;0.0;0.0;3212.08;-3212.08;40.31;2007.5;8007.0;212.1;1.0;0.0;0.0;-1.4;25.1;4.19;1.49
45;22:00;0.0;1.0;0.0;21.84;124.34;42.32;25.39;0.0;0.0;3127.03;-3127.03;31.27;1635.7;0.0;127.0;1.0;0.0;0.0;-1.47;20.0;4.17;1.47
46;22:30;0.0;0.0;0.0;21.7;123.91;42.32;25.39;0.0;0.0;151.11;-151.11;1.51;1707.1;0.0;151.1;1.0;0.0;0.0;-1.62;20.0;4.15;1.45
47;23:00;0.0;0.0;0.0;21.55;123.48;42.32;25.39;0.0;0.0;155.93;-155.93;1.02;1957.8;0.0;155.9;1.0;0.0;0.0;-1.75;13.1;4.13;1.43
48;23:30;0.0;0.0;0.0;21.36;123.05;42.32;25.39;0.0;0.0;138.45;-138.45;0.91;2447.6;0.0;138.4;1.0;0.0;0.14;-1.85;13.1;4.11;1.41
