timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
21;10:00;0.44;0.0;21.95;84.64;0.0;0.0;1913.12;-1913.12;25.73;0.0;0.0;0.0;0.0;-0.58;26.9;4.34;1.64
22;10:30;0.42;0.0;21.95;84.21;0.0;0.0;2195.18;-2195.18;29.53;0.0;0.0;0.0;0.0;-0.53;26.9;4.35;1.65
23;11:00;0.4;0.0;21.95;83.78;0.0;0.0;2173.99;-2173.99;32.72;0.0;0.0;0.0;0.0;-0.5;30.1;4.35;1.65
24;11:30;0.0;1.0;21.57;90.92;0.0;0.0;3671.45;-3671.45;55.26;0.0;0.0;0.0;0.0;-0.5;30.1;4.35;1.65
25;12:00;0.0;1.0;21.24;137.04;0.0;0.0;3914.74;-3914.74;57.74;0.0;0.0;0.0;0.26;-0.52;29.5;4.35;1.65
26;12:30;1.0;0.0;21.94;133.68;0.0;0.0;4722.56;-4722.56;69.66;0.0;0.0;0.0;0.0;-0.57;29.5;4.34;1.64
27;13:00;0.28;0.0;21.94;133.25;0.0;0.0;2545.5;-2545.5;36.15;0.0;0.0;0.0;0.0;-0.65;28.4;4.32;1.62
28;13:30;0.29;0.0;21.94;132.82;0.0;0.0;1741.39;-1741.39;24.73;0.0;0.0;0.0;0.0;-0.75;28.4;4.31;1.61
29;14:00;0.31;0.0;21.94;132.39;0.0;0.0;1452.19;-1452.19;20.04;0.0;0.0;0.0;0.0;-0.85;27.6;4.29;1.59
30;14:30;0.31;0.0;21.94;131.96;0.0;0.0;1729.44;-1729.44;23.87;0.0;0.0;0.0;0.0;-0.95;27.6;4.27;1.57
31;15:00;0.34;0.0;21.94;131.53;0.0;0.0;1932.14;-1932.14;26.95;0.0;0.0;0.0;0.0;-0.98;27.9;4.26;1.56
32;15:30;0.39;0.0;21.94;131.09;0.0;0.0;2068.01;-2068.01;28.85;0.0;0.0;0.0;0.0;-0.93;27.9;4.27;1.57
33;16:00;0.41;0.0;21.94;130.66;0.0;0.0;1959.16;-1959.16;27.92;0.0;0.0;0.0;0.0;-0.95;28.5;4.27;1.57
34;16:30;0.41;0.0;21.94;130.23;0.0;0.0;1632.56;-1632.56;23.26;0.0;0.0;0.0;0.0;-1.05;28.5;4.25;1.55
35;17:00;0.38;0.0;21.94;129.8;0.0;0.0;1609.41;-1609.41;25.67;0.0;0.0;0.0;0.0;-1.15;31.9;4.23;1.53
36;17:30;0.32;0.0;21.94;129.37;0.0;0.0;1920.36;-1920.36;30.63;0.0;0.0;0.0;0.0;-1.25;31.9;4.22;1.52
37;18:00;0.29;0.0;21.94;128.94;0.0;0.0;1935.73;-1935.73;30.2;0.0;0.0;0.0;0.0;-1.32;31.2;4.2;1.5
38;18:30;0.3;0.0;21.94;128.51;0.0;0.0;1647.55;-1647.55;25.7;0.0;0.0;0.0;0.0;-1.37;31.2;4.19;1.49
39;19:00;0.31;0.0;21.94;128.08;0.0;0.0;1492.53;-1492.53;23.81;0.0;0.0;0.0;0.0;-1.38;31.9;4.19;1.49
40;19:30;0.33;0.0;21.94;124.72;0.0;0.0;1547.74;-1547.74;24.69;0.0;0.0;0.0;0.0;-1.33;31.9;4.2;1.5
41;20:00;0.3;0.0;21.94;124.29;0.0;0.0;1512.94;-1512.94;21.56;0.0;0.0;0.0;0.0;-1.32;28.5;4.2;1.5
42;20:30;0.24;0.0;21.94;122.81;0.0;0.0;1446.54;-1446.54;20.61;0.0;0.0;0.0;0.0;-1.37;28.5;4.19;1.49
43;21:00;0.22;0.0;21.94;122.38;0.0;0.0;1435.7;-1435.7;18.02;0.0;0.0;0.0;0.0;-1.4;25.1;4.19;1.49
44;21:30;0.27;0.0;21.94;120.33;0.0;0.0;1519.43;-1519.43;19.07;0.0;0.0;0.0;0.0;-1.4;25.1;4.19;1.49
45;22:00;0.28;0.0;21.94;119.9;0.0;0.0;1460.18;-1460.18;14.6;0.0;0.0;0.0;0.0;-1.47;20.0;4.17;1.47
46;22:30;0.26;0.0;21.94;119.47;0.0;0.0;1241.99;-1241.99;12.42;0.0;0.0;0.0;0.0;-1.62;20.0;4.15;1.45
47;23:00;0.22;0.0;21.94;119.04;0.0;0.0;991.83;-991.83;6.5;0.0;0.0;0.0;0.0;-1.75;13.1;4.13;1.43
48;23:30;0.2;0.0;21.96;118.61;0.0;0.0;784.1;-784.1;5.14;2111.9;0.0;184.1;0.0;-1.85;13.1;4.11;1.41
