timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
32;15:30;0.43;0.0;21.94;94.03;0.0;0.0;1710.17;-1710.17;23.86;0.0;0.0;0.0;0.0;-0.93;27.9;4.27;1.57
33;16:00;0.43;0.0;21.94;93.6;0.0;0.0;1784.83;-1784.83;25.43;0.0;0.0;0.0;0.0;-0.95;28.5;4.27;1.57
34;16:30;0.39;0.0;21.94;93.17;0.0;0.0;2141.63;-2141.63;30.52;0.0;0.0;0.0;0.0;-1.05;28.5;4.25;1.55
35;17:00;0.37;0.0;21.94;92.74;0.0;0.0;2193.29;-2193.29;34.98;0.0;0.0;0.0;0.0;-1.15;31.9;4.23;1.53
36;17:30;0.36;0.0;21.94;92.31;0.0;0.0;1925.13;-1925.13;30.71;0.0;0.0;0.0;0.0;-1.25;31.9;4.22;1.52
37;18:00;0.35;0.0;21.94;91.88;0.0;0.0;1753.01;-1753.01;27.35;0.0;0.0;0.0;0.0;-1.32;31.2;4.2;1.5
38;18:30;0.34;0.0;21.94;91.45;0.0;0.0;1624.11;-1624.11;25.34;0.0;0.0;0.0;0.0;-1.37;31.2;4.19;1.49
39;19:00;0.3;0.0;21.94;91.02;0.0;0.0;1570.14;-1570.14;25.04;0.0;0.0;0.0;0.0;-1.38;31.9;4.19;1.49
40;19:30;0.24;0.0;21.94;90.58;0.0;0.0;1571.01;-1571.01;25.06;0.0;0.0;0.0;0.0;-1.33;31.9;4.2;1.5
41;20:00;0.22;0.0;21.94;88.55;0.0;0.0;1602.2;-1602.2;22.83;0.0;0.0;0.0;0.0;-1.32;28.5;4.2;1.5
42;20:30;0.25;0.0;21.94;88.12;0.0;0.0;1637.74;-1637.74;23.34;0.0;0.0;0.0;0.0;-1.37;28.5;4.19;1.49
43;21:00;0.26;0.0;21.94;87.69;0.0;0.0;1530.89;-1530.89;19.21;0.0;0.0;0.0;0.0;-1.4;25.1;4.19;1.49
44;21:30;0.27;0.0;21.94;87.26;0.0;0.0;1325.73;-1325.73;16.64;0.0;0.0;0.0;0.0;-1.4;25.1;4.19;1.49
45;22:00;0.24;0.0;21.94;86.83;0.0;0.0;1051.69;-1051.69;10.52;0.0;0.0;0.0;0.0;-1.47;20.0;4.17;1.47
46;22:30;0.2;0.0;21.95;86.4;0.0;0.0;816.03;-816.03;8.16;0.0;0.0;0.0;0.0;-1.62;20.0;4.15;1.45
47;23:00;0.2;0.0;21.98;85.97;0.0;0.0;750.76;-750.76;4.92;0.0;0.0;0.0;0.0;-1.75;13.1;4.13;1.43
48;23:30;0.2;0.0;21.99;85.54;0.0;0.0;743.04;-743.04;4.87;2321.8;0.0;143.0;0.0;-1.85;13.1;4.11;1.41
