timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
19;09:00;0.3;0.0;21.94;81.67;0.0;0.0;1873.39;-1873.39;25.01;0.0;0.0;0.0;0.0;-0.68;26.7;4.32;1.62
20;09:30;0.3;0.0;21.94;81.24;0.0;0.0;1659.58;-1659.58;22.16;0.0;0.0;0.0;0.0;-0.63;26.7;4.33;1.63
21;10:00;0.3;0.0;21.94;80.8;0.0;0.0;1836.1;-1836.1;24.7;0.0;0.0;0.0;0.0;-0.58;26.9;4.34;1.64
22;10:30;0.31;0.0;21.94;80.37;0.0;0.0;2390.36;-2390.36;32.15;0.0;0.0;0.0;0.0;-0.53;26.9;4.35;1.65
23;11:00;0.0;1.0;21.62;125.65;0.0;0.0;4458.79;-4458.79;67.1;0.0;0.0;0.0;0.0;-0.5;30.1;4.35;1.65
24;11:30;0.0;0.0;21.32;124.83;0.0;0.0;881.74;-881.74;13.27;0.0;0.0;0.0;0.18;-0.5;30.1;4.35;1.65
25;12:00;1.0;0.0;22.02;124.4;0.0;0.0;3634.47;-3634.47;53.61;0.0;0.0;0.0;0.0;-0.52;29.5;4.35;1.65
26;12:30;0.2;0.0;21.92;85.05;0.0;0.0;1365.21;-1365.21;20.14;0.0;0.0;0.0;0.0;-0.57;29.5;4.34;1.64
27;13:00;0.32;0.0;21.92;84.62;0.0;0.0;1750.32;-1750.32;24.85;0.0;0.0;0.0;0.0;-0.65;28.4;4.32;1.62
28;13:30;0.35;0.0;21.92;84.19;0.0;0.0;1769.62;-1769.62;25.13;0.0;0.0;0.0;0.0;-0.75;28.4;4.31;1.61
29;14:00;0.34;0.0;21.92;83.76;0.0;0.0;1618.78;-1618.78;22.34;0.0;0.0;0.0;0.0;-0.85;27.6;4.29;1.59
30;14:30;0.31;0.0;21.92;83.33;0.0;0.0;1266.23;-1266.23;17.47;0.0;0.0;0.0;0.0;-0.95;27.6;4.27;1.57
31;15:00;0.28;0.0;21.92;82.9;0.0;0.0;1284.4;-1284.4;17.92;0.0;0.0;0.0;0.0;-0.98;27.9;4.26;1.56
32;15:30;0.26;0.0;21.92;82.47;0.0;0.0;1695.05;-1695.05;23.65;0.0;0.0;0.0;0.0;-0.93;27.9;4.27;1.57
33;16:00;0.25;0.0;21.92;82.03;0.0;0.0;1802.06;-1802.06;25.68;0.0;0.0;0.0;0.0;-0.95;28.5;4.27;1.57
34;16:30;0.26;0.0;21.92;81.6;0.0;0.0;1564.89;-1564.89;22.3;0.0;0.0;0.0;0.0;-1.05;28.5;4.25;1.55
35;17:00;0.26;0.0;21.92;81.17;0.0;0.0;1406.75;-1406.75;22.44;0.0;0.0;0.0;0.0;-1.15;31.9;4.23;1.53
36;17:30;0.27;0.0;21.92;80.74;0.0;0.0;1345.1;-1345.1;21.45;0.0;0.0;0.0;0.0;-1.25;31.9;4.22;1.52
37;18:00;0.25;0.0;21.92;80.31;0.0;0.0;1338.49;-1338.49;20.88;0.0;0.0;0.0;0.0;-1.32;31.2;4.2;1.5
38;18:30;0.0;1.0;21.7;122.72;0.0;0.0;3703.58;-3703.58;57.78;0.0;0.0;0.0;0.0;-1.37;31.2;4.19;1.49
39;19:00;0.0;0.0;21.48;119.41;0.0;0.0;771.25;-771.25;12.3;0.0;0.0;0.0;0.02;-1.38;31.9;4.19;1.49
40;19:30;0.0;0.0;21.23;81.82;0.0;0.0;787.08;-787.08;12.55;0.0;0.0;0.0;0.27;-1.33;31.9;4.2;1.5
41;20:00;0.0;1.0;20.98;123.09;0.0;0.0;3702.89;-3702.89;52.77;0.0;0.0;0.0;0.52;-1.32;28.5;4.2;1.5
42;20:30;1.0;0.0;21.7;122.66;0.0;0.0;3560.46;-3560.46;50.74;0.0;0.0;0.0;0.0;-1.37;28.5;4.19;1.49
43;21:00;1.0;0.0;22.45;118.54;0.0;0.0;3393.64;-3393.64;42.59;0.0;0.0;0.0;0.0;-1.4;25.1;4.19;1.49
44;21:30;0.0;1.0;22.3;84.12;0.0;0.0;3207.92;-3207.92;40.26;0.0;0.0;0.0;0.0;-1.4;25.1;4.19;1.49
45;22:00;0.0;1.0;22.17;126.02;0.0;0.0;3126.27;-3126.27;31.26;0.0;0.0;0.0;0.0;-1.47;20.0;4.17;1.47
46;22:30;0.0;0.0;22.04;125.59;0.0;0.0;151.85;-151.85;1.52;0.0;0.0;0.0;0.0;-1.62;20.0;4.15;1.45
47;23:00;0.0;0.0;21.88;125.16;0.0;0.0;156.29;-156.29;1.02;0.0;0.0;0.0;0.0;-1.75;13.1;4.13;1.43
48;23:30;0.0;0.0;21.69;124.73;0.0;0.0;139.18;-139.18;0.91;2443.3;0.0;139.2;0.0;-1.85;13.1;4.11;1.41
